0.1,0,0,0,0
0.2,0,0,0,0
0.3,0,0,0,0
0.4,0,0,0,0
0.5,0,0,0,0
0.6,0,0,0,0
0.7,0,0,0,0
0.8,0,0,0,0
0.9,0,0,0,0
1,0,0,0,0
1.1,0,0,0,0
1.2,0,0,0,0
1.3,0,0,0,0
1.4,0,0,0,0
1.5,0,0,0,0
1.6,0,0,0,0
1.7,0,0,0,0
1.8,0,0,0,0
1.9,0,0,0,0
2,0,0,0,0
2.1,0,0,0,0
2.2,0,0,0,0
2.3,0,0,0,0
2.4,0,0,0,0
2.5,3.05176e-07,0,3.05176e-06,0
2.6,8.8501e-07,0,5.79834e-06,0
2.7,1.71204e-06,0,8.27026e-06,0
2.8,2.76154e-06,0,1.0495e-05,0
2.9,4.01126e-06,0,1.24973e-05,0
3,5.44119e-06,0,1.42993e-05,0
3.1,7.0333e-06,0,1.59211e-05,0
3.2,8.77138e-06,0,1.73808e-05,0
3.3,1.06408e-05,0,1.86944e-05,0
3.4,1.26285e-05,0,1.98768e-05,0
3.5,1.47226e-05,0,2.09408e-05,0
3.6,1.69124e-05,0,2.18985e-05,0
3.7,1.91885e-05,0,2.27604e-05,0
3.8,2.15421e-05,0,2.35361e-05,0
3.9,2.39655e-05,0,2.42343e-05,0
4,2.64518e-05,0,2.48626e-05,0
4.1,2.89946e-05,0,2.54281e-05,0
4.2,3.15883e-05,0,2.59371e-05,0
4.3,3.42278e-05,0,2.63951e-05,0
4.4,3.69085e-05,0,2.68074e-05,0
4.5,3.96264e-05,0,2.71784e-05,0
4.6,4.23776e-05,0,2.75123e-05,0
4.7,4.51589e-05,0,2.78128e-05,0
4.8,4.79672e-05,0,2.80833e-05,0
4.9,5.07999e-05,0,2.83267e-05,0
5,5.36545e-05,0,2.85458e-05,0
5.1,5.65288e-05,0,2.8743e-05,0
5.2,5.94208e-05,0,2.89204e-05,0
5.3,6.23288e-05,0,2.90802e-05,0
5.4,6.52512e-05,0,2.92239e-05,0
5.5,6.81865e-05,0,2.93533e-05,0
5.6,7.11335e-05,0,2.94697e-05,0
5.7,7.4091e-05,0,2.95745e-05,0
5.8,7.70578e-05,0,2.96688e-05,0
5.9,8.00332e-05,0,2.97537e-05,0
6,8.30162e-05,0,2.98301e-05,0
6.1,8.60061e-05,0,2.98988e-05,0
6.2,8.90022e-05,0,2.99607e-05,0
6.3,9.20038e-05,0,3.00164e-05,0
6.4,9.50105e-05,0,3.00665e-05,0
6.5,9.80216e-05,0,3.01116e-05,0
6.6,0.000101037,0,3.01522e-05,0
6.7,0.000104056,0,3.01887e-05,0
6.8,0.000107078,0,3.02216e-05,0
6.9,0.000110103,0,3.02512e-05,0
7,0.000113131,0,3.02779e-05,0
7.1,0.000116161,0,3.03018e-05,0
7.2,0.000119193,0,3.03234e-05,0
7.3,0.000122228,0,3.03428e-05,0
7.4,0.000125264,0,3.03603e-05,0
7.5,0.000128301,0,3.0376e-05,0
7.6,0.00013134,0,3.03902e-05,0
7.7,0.00354594,0,0.034146,0
7.8,0.0166191,0,0.130731,0
7.9,0.0383849,0,0.217658,0
8,0.0679742,0,0.295892,0
8.1,0.104604,0,0.366303,0
8.2,0.147572,0,0.429673,0
8.3,0.196242,0,0.486706,0
8.4,0.250046,0,0.538035,0
8.5,0.308469,0,0.584232,0
8.6,0.37105,0,0.625808,0
8.7,0.437373,0,0.663228,0
8.8,0.507063,0,0.696905,0
8.9,0.579784,0,0.727214,0
9,0.655234,0,0.754493,0
9.1,0.733138,0,0.779044,0
9.2,0.813252,0,0.801139,0
9.3,0.895355,0,0.821025,0
9.4,0.979247,0,0.838923,0
9.5,1.06475,0,0.85503,0
9.6,1.1517,0.000431519,0.869527,0.00431519
9.7,1.23996,0.00140826,0.882575,0.00976746
9.8,1.32939,0.00287571,0.894317,0.0146745
9.9,1.41988,0.0047848,0.904886,0.0190908
10,1.51132,0.00709135,0.914397,0.0230655
10.1,1.60362,0.00975563,0.922957,0.0266428
10.2,1.69668,0.0127419,0.930662,0.0298623
10.3,1.79044,0.0157826,0.937595,0.0304069
10.4,1.88483,0.018637,0.943836,0.0285442
10.5,1.97946,0.021206,0.946315,0.0256898
10.6,2.07345,0.023518,0.939919,0.0231208
10.7,2.16679,0.0255989,0.933378,0.0208087
10.8,2.25914,0.0274717,0.92357,0.0187279
10.9,2.34968,0.0291572,0.905331,0.0168551
11,2.43794,0.0306742,0.882642,0.0151696
11.1,2.52377,0.0320394,0.8583,0.0136526
11.2,2.60702,0.0332682,0.83247,0.0122874
11.3,2.6877,0.034374,0.806871,0.0110586
11.4,2.76577,0.0353693,0.780694,0.00995276
11.5,2.84117,0.036265,0.753998,0.00895748
11.6,2.91417,0.0370712,0.729972,0.00806173
11.7,2.98501,0.0377968,0.708348,0.00725556
11.8,3.05389,0.0384498,0.688886,0.00653
11.9,3.12103,0.0390375,0.671371,0.005877
12,3.18644,0.0395664,0.654039,0.0052893
12.1,3.2491,0.0400424,0.626675,0.00476037
12.2,3.30829,0.0404709,0.591852,0.00428434
12.3,3.36426,0.0408565,0.559726,0.0038559
12.4,3.41695,0.0412035,0.526892,0.00347031
12.5,3.46598,0.0415158,0.490283,0.00312328
12.6,3.51108,0.0417969,0.45106,0.00281095
12.7,3.55266,0.0420499,0.415759,0.00252986
12.8,3.59051,0.0422776,0.378498,0.00227687
12.9,3.62458,0.0424825,0.340652,0.00204918
13,3.65523,0.0426669,0.306589,0.00184427
13.1,3.68283,0.0428329,0.275934,0.00165984
13.2,3.70766,0.0429823,0.248343,0.00149386
13.3,3.73001,0.0431168,0.223512,0.00134447
13.4,3.75013,0.0432378,0.201164,0.00121002
13.5,3.76823,0.0433467,0.18105,0.00108902
13.6,3.78504,0.0488957,0.168045,0.0554906
13.7,3.8013,0.0627134,0.162614,0.138177
13.8,3.81731,0.0850709,0.16008,0.223575
13.9,3.83309,0.115114,0.157799,0.300433
14,3.84866,0.152075,0.155745,0.369606
14.1,3.86405,0.195261,0.153898,0.431861
14.2,3.87928,0.24405,0.152235,0.48789
14.3,3.89435,0.297882,0.150738,0.538317
14.4,3.90929,0.356252,0.149391,0.583701
14.5,3.92411,0.418706,0.148179,0.624547
14.6,3.93882,0.484837,0.147088,0.661308
14.7,3.95343,0.554276,0.146106,0.694393
14.8,3.96795,0.626693,0.145222,0.724169
14.9,3.98239,0.70179,0.144427,0.750968
15,3.99676,0.779299,0.143711,0.775087
15.1,4.01107,0.858978,0.143066,0.796794
15.2,4.02532,0.940611,0.142487,0.81633
15.3,4.03951,1.024,0.141965,0.833913
15.4,4.05366,1.10898,0.141495,0.849737
15.5,4.06777,1.19537,0.141072,0.863979
15.6,4.08184,1.28305,0.140692,0.876797
15.7,4.09587,1.37189,0.14035,0.888333
15.8,4.10988,1.46176,0.140041,0.898715
15.9,4.12386,1.55256,0.139764,0.90806
16,4.13781,1.64421,0.139514,0.916469
16.1,4.15174,1.73662,0.13929,0.924038
16.2,4.16564,1.8297,0.139088,0.93085
16.3,4.17954,1.9234,0.138906,0.936981
16.4,4.19341,2.01765,0.138742,0.942498
16.5,4.20727,2.11239,0.138595,0.947464
16.6,4.22088,2.20767,0.136109,0.952718
16.7,4.23356,2.30341,0.126813,0.957446
16.8,4.24533,2.39958,0.117663,0.961701
16.9,4.25619,2.49613,0.108643,0.965531
17,4.26624,2.59303,0.100525,0.968978
17.1,4.27557,2.69024,0.0932195,0.97208
17.2,4.28423,2.78773,0.0866441,0.974872
17.3,4.2923,2.88547,0.0807263,0.977385
17.4,4.29984,2.98343,0.0754002,0.979647
17.5,4.3069,3.0816,0.0706068,0.981682
17.6,4.31353,3.17995,0.0662927,0.983514
17.7,4.31977,3.27847,0.06241,0.985162
17.8,4.32567,3.37713,0.0589156,0.986646
17.9,4.33124,3.47593,0.0557706,0.987981
18,4.33654,3.57485,0.0529401,0.989183
18.1,4.34158,3.67387,0.0503927,0.990265
18.2,4.34639,3.773,0.0481,0.991238
18.3,4.35099,3.87221,0.0460366,0.992115
18.4,4.35525,3.9715,0.0426109,0.992903
18.5,4.3592,4.07086,0.0395278,0.993613
18.6,4.36288,4.17029,0.036753,0.994252
18.7,4.36623,4.26977,0.0334714,0.994826
18.8,4.36928,4.3693,0.0305179,0.995344
18.9,4.37206,4.46888,0.0278598,0.995809
19,4.37461,4.56851,0.0254675,0.996228
19.1,4.37694,4.66817,0.0233144,0.996606
19.2,4.37908,4.76786,0.0213767,0.996945
19.3,4.38104,4.86759,0.0196327,0.997251
19.4,4.38285,4.96734,0.0180631,0.997525
19.5,4.38451,5.06712,0.0166504,0.997773
19.6,4.38605,5.16692,0.0153791,0.997996
19.7,4.38748,5.26674,0.0142348,0.998196
19.8,4.3888,5.36657,0.013205,0.998376
19.9,4.39002,5.46643,0.0122782,0.998539
20,4.39117,5.5663,0.0114441,0.998685
20.1,4.39224,5.66618,0.0106933,0.998816
20.2,4.39324,5.76607,0.0100177,0.998935
20.3,4.39418,5.86598,0.00940959,0.999041
20.4,4.39507,5.96589,0.00886231,0.999137
20.5,4.3959,6.06581,0.00836975,0.999223
20.6,4.3967,6.16574,0.00792645,0.999301
20.7,4.39745,6.26568,0.00752749,0.999371
20.8,4.39817,6.36562,0.00716841,0.999434
20.9,4.39885,6.46557,0.00684525,0.999491
21,4.39947,6.56105,0.00616378,0.954836
21.1,4.40002,6.64699,0.00555045,0.859353
21.2,4.40052,6.72433,0.00499846,0.773417
21.3,4.40097,6.79394,0.00450166,0.696076
21.4,4.40138,6.85659,0.00405455,0.626468
21.5,4.40174,6.91297,0.00365215,0.563821
21.6,4.40207,6.96371,0.00328998,0.507439
21.7,4.40237,7.00938,0.00296404,0.456695
21.8,4.40263,7.05048,0.00267068,0.411026
21.9,4.40288,7.08748,0.00240667,0.369923
22,4.40309,7.12077,0.00216905,0.332931
22.1,4.40329,7.15073,0.0019552,0.299638
22.2,4.40346,7.1777,0.00176273,0.269674
22.3,4.40362,7.20197,0.00158951,0.242707
22.4,4.39918,7.22542,-0.0444496,0.234516
22.5,4.38526,7.24814,-0.139217,0.227144
22.6,4.36273,7.26964,-0.225292,0.215019
22.7,4.33245,7.29005,-0.30276,0.204107
22.8,4.2952,7.30948,-0.372481,0.194286
22.9,4.25168,7.32779,-0.43523,0.183094
23,4.20251,7.3447,-0.491704,0.1691
23.1,4.14826,7.36011,-0.54253,0.154152
23.2,4.08943,7.37418,-0.588274,0.140699
23.3,4.02648,7.38696,-0.629444,0.127807
23.4,3.95984,7.39858,-0.666496,0.116204
23.5,3.88985,7.40916,-0.699844,0.105762
23.6,3.81687,7.4188,-0.729856,0.0963637
23.7,3.74118,7.42759,-0.756868,0.0879053
23.8,3.66306,7.43562,-0.781178,0.0802927
23.9,3.58275,7.44296,-0.803057,0.0734414
24,3.50048,7.44969,-0.822748,0.0672753
