0,-40.7038,0,0
0.01,-26.2109,-1.29299,0
0.02,-14.7791,-2.27911,0
0.03,-6.40856,-2.95838,0
0.04,-1.09918,-3.33078,0
0.05,1.14902,-3.39631,0
0.06,1.2211,-3.24436,0
0.07,1.20378,-3.08564,0
0.08,1.18468,-2.92901,0
0.09,1.16381,-2.77445,0
0.1,1.14116,-2.62199,0
0.11,1.11674,-2.4716,0
0.12,1.09055,-2.3233,0
0.13,1.06258,-2.17708,0
0.14,1.03284,-2.03295,0
0.15,1.00132,-1.89089,0
0.16,0.968025,-1.75093,0
0.17,0.932959,-1.61304,0
0.18,0.896118,-1.47724,0
0.19,0.857503,-1.34352,0
0.2,0.817113,-1.21188,0
0.21,0.774949,-1.08233,0
0.22,0.731011,-0.954863,0
0.23,0.685299,-0.829477,0
0.24,0.637812,-0.706174,0
0.25,0.58855,-0.584955,0
0.26,0.537515,-0.465819,0
0.27,0.484705,-0.348766,0
0.28,0.43012,-0.233797,0
0.29,0.373762,-0.120911,0
0.3,0.315629,-0.0101079,0
0.31,0.255721,0.0986117,0
0.32,0.194039,0.205248,0
0.33,0.130583,0.309801,0
0.34,0.0653527,0.412271,0
0.35,-0.00165212,0.512658,0
0.36,-0.0704313,0.610961,0
0.37,-0.0848499,0.659698,0
0.38,0.0887938,0.545773,0
0.39,0.456243,0.264329,0
0.4,1.0175,-0.184634,0
0.41,1.77256,-0.801117,0
0.42,2.66227,-1.53586,0
0.43,3.35644,-2.11397,0
0.44,3.80398,-2.49289,0
0.45,4.00489,-2.67263,0
0.46,3.95917,-2.65317,0
0.47,3.67679,-2.44262,0
0.48,3.33759,-2.18654,0
0.49,3.00824,-1.9389,0
0.5,2.68874,-1.69972,0
0.51,2.37909,-1.46899,0
0.52,2.07929,-1.24671,0
0.53,1.78934,-1.03288,0
0.54,1.50924,-0.8275,0
0.55,1.23899,-0.630571,0
0.56,0.978584,-0.442092,0
0.57,0.728031,-0.262063,0
0.58,0.487327,-0.0904851,0
0.59,0.256473,0.0726426,0
0.6,0.0354692,0.22732,0
0.61,-0.175686,0.373547,0
0.62,-0.376991,0.511323,0
0.63,-0.568446,0.640649,0
0.64,-0.750052,0.761524,0
0.65,-0.921809,0.873949,0
0.66,-1.08372,0.977924,0
0.67,-1.20152,1.04944,0
0.68,-1.04519,0.927244,0
0.69,-0.571993,0.58139,0
0.7,0.218069,0.0118761,0
0.71,1.325,-0.781299,0
0.72,2.72865,-1.78376,0
0.73,3.9257,-2.63617,0
0.74,4.69802,-3.18281,0
0.75,5.04561,-3.42369,0
0.76,4.96847,-3.35879,0
0.77,4.4666,-2.98814,0
0.78,3.77938,-2.48333,0
0.79,3.15228,-2.02034,0
0.8,2.58531,-1.59918,0
0.81,2.07847,-1.21986,0
0.82,1.63176,-0.882366,0
0.83,1.24517,-0.586706,0
0.84,0.918718,-0.332877,0
0.85,0.652392,-0.12088,0
0.86,0.446195,0.0492846,0
0.87,0.300126,0.177618,0
0.88,0.214187,0.264119,0
0.89,0.188377,0.308789,0
0.9,0.334479,0.251734,0
0.91,0.809491,0.0088376,0
0.92,1.6145,-0.420484,0
0.93,2.74951,-1.03623,0
0.94,4.21452,-1.8384,0
0.95,5.79096,-2.69281,0
0.96,6.77869,-3.16954,0
0.97,7.12506,-3.23629,0
0.98,6.83009,-2.89307,0
0.99,5.89378,-2.13987,0
1,4.40504,-1.03464,0
1.01,3.07583,-0.0413686,0
1.02,2.06053,0.739326,0
1.03,1.35913,1.30745,0
1.04,0.971645,1.663,0
1.05,0.891849,1.80995,0
1.06,0.899091,1.88911,0
1.07,0.883478,1.97063,0
1.08,0.845011,2.0545,0
1.09,0.783688,2.14073,0
1.1,0.69951,2.22931,0
1.11,0.603924,2.31175,0
1.12,0.510673,2.37785,0
1.13,0.419786,2.42758,0
1.14,0.331261,2.46095,0
1.15,0.2451,2.47795,0
1.16,0.164795,2.47826,0
1.17,0.100017,2.46093,0
1.18,0.0513298,2.42592,0
1.19,0.0187323,2.37323,0
1.2,0.00222515,2.30286,0
1.21,-1.14421e-14,2.21615,0
1.22,4.46332e-15,2.12208,0
1.23,1.54394e-14,2.02229,0
1.24,2.14863e-14,1.91679,0
1.25,2.26038e-14,1.80558,0
