0,1,2,1
0.01,1.00822,1.99998,1
0.02,1.01379,1.99983,1
0.03,1.01786,1.99945,1
0.04,1.02126,1.99878,1
0.05,1.02453,1.99779,1
0.06,1.02789,1.99645,1
0.07,1.03137,1.99479,1
0.08,1.03498,1.99282,1
0.09,1.0387,1.99056,1
0.1,1.04254,1.98802,1
0.11,1.04649,1.98522,1
0.12,1.05055,1.98217,1
0.13,1.05473,1.97889,1
0.14,1.05901,1.97539,1
0.15,1.06339,1.97168,1
0.16,1.06787,1.96779,1
0.17,1.07245,1.96373,1
0.18,1.07712,1.9595,1
0.19,1.08189,1.95512,1
0.2,1.08673,1.95061,1
0.21,1.09166,1.94598,1
0.22,1.09667,1.94124,1
0.23,1.10175,1.93641,1
0.24,1.1069,1.93149,1
0.25,1.11211,1.9265,1
0.26,1.11738,1.92145,1
0.27,1.12271,1.91636,1
0.28,1.12808,1.91123,1
0.29,1.1335,1.90608,1
0.3,1.13895,1.90091,1
0.31,1.14444,1.89575,1
0.32,1.14995,1.89059,1
0.33,1.15548,1.88546,1
0.34,1.16102,1.88035,1
0.35,1.16657,1.87529,1
0.36,1.17212,1.87028,1
0.37,1.17767,1.86533,1
0.38,1.1832,1.86044,1
0.39,1.18875,1.85561,1
0.4,1.19434,1.8508,1
0.41,1.20004,1.84598,1
0.42,1.20592,1.84107,1
0.43,1.21206,1.83601,1
0.44,1.21853,1.83074,1
0.45,1.22538,1.82522,1
0.46,1.23263,1.81943,1
0.47,1.24028,1.81339,1
0.48,1.24829,1.80709,1
0.49,1.25664,1.80058,1
0.5,1.26528,1.79388,1
0.51,1.2742,1.787,1
0.52,1.28335,1.77998,1
0.53,1.29271,1.77284,1
0.54,1.30225,1.76559,1
0.55,1.31195,1.75825,1
0.56,1.32176,1.75086,1
0.57,1.33168,1.74342,1
0.58,1.34166,1.73595,1
0.59,1.3517,1.72848,1
0.6,1.36176,1.72101,1
0.61,1.37182,1.71356,1
0.62,1.38187,1.70616,1
0.63,1.39188,1.6988,1
0.64,1.40183,1.69151,1
