0,1,0,0
0.01,0.667978,-0.00672067,0
0.02,0.465579,-0.0248369,0
0.03,0.362191,-0.0512801,0
0.04,0.327203,-0.0829816,0
0.05,0.330004,-0.116873,0
0.06,0.342224,-0.150112,0
0.07,0.35435,-0.18176,0
0.08,0.366294,-0.211831,0
0.09,0.378037,-0.240347,0
0.1,0.389564,-0.267327,0
0.11,0.400855,-0.292794,0
0.12,0.411893,-0.316766,0
0.13,0.42266,-0.339266,0
0.14,0.433138,-0.360315,0
0.15,0.443311,-0.379932,0
0.16,0.453159,-0.39814,0
0.17,0.462665,-0.414958,0
0.18,0.471812,-0.430407,0
0.19,0.480582,-0.444509,0
0.2,0.488956,-0.457285,0
0.21,0.496918,-0.468754,0
0.22,0.504449,-0.478938,0
0.23,0.511532,-0.487858,0
0.24,0.518149,-0.495535,0
0.25,0.524283,-0.501989,0
0.26,0.529914,-0.507241,0
0.27,0.535027,-0.511312,0
0.28,0.539603,-0.514223,0
0.29,0.543624,-0.515995,0
0.3,0.547072,-0.516648,0
0.31,0.54993,-0.516204,0
0.32,0.55218,-0.514683,0
0.33,0.553805,-0.512106,0
0.34,0.554786,-0.508494,0
0.35,0.555106,-0.503868,0
0.36,0.554747,-0.498248,0
0.37,0.553833,-0.491775,0
0.38,0.553692,-0.485608,0
0.39,0.556255,-0.481418,0
0.4,0.563463,-0.48088,0
0.41,0.577251,-0.485669,0
0.42,0.599458,-0.497376,0
0.43,0.629757,-0.515791,0
0.44,0.665764,-0.538991,0
0.45,0.705014,-0.564985,0
0.46,0.74504,-0.59178,0
0.47,0.783385,-0.617392,0
0.48,0.818448,-0.64053,0
0.49,0.850169,-0.661151,0
0.5,0.878646,-0.679337,0
0.51,0.903977,-0.695173,0
0.52,0.926261,-0.708745,0
0.53,0.945596,-0.720136,0
0.54,0.96208,-0.72943,0
0.55,0.975813,-0.736714,0
0.56,0.986893,-0.74207,0
0.57,0.995418,-0.745584,0
0.58,1.00149,-0.747339,0
0.59,1.0052,-0.747422,0
0.6,1.00665,-0.745915,0
0.61,1.00594,-0.742903,0
0.62,1.00317,-0.738472,0
0.63,0.998432,-0.732705,0
0.64,0.991832,-0.725687,0
0.65,0.983464,-0.717503,0
0.66,0.973428,-0.708236,0
0.67,0.961877,-0.69801,0
0.68,0.950379,-0.687941,0
0.69,0.942029,-0.680211,0
0.7,0.939995,-0.677058,0
0.71,0.947447,-0.680719,0
0.72,0.967536,-0.693419,0
0.73,1.00116,-0.715773,0
0.74,1.04463,-0.745123,0
0.75,1.09371,-0.77841,0
0.76,1.14413,-0.812577,0
0.77,1.19166,-0.844567,0
0.78,1.23284,-0.871889,0
0.79,1.26745,-0.894373,0
0.8,1.29609,-0.912435,0
0.81,1.31935,-0.926496,0
0.82,1.33786,-0.936972,0
0.83,1.35219,-0.944282,0
0.84,1.36296,-0.948845,0
0.85,1.37076,-0.951079,0
0.86,1.37621,-0.951403,0
0.87,1.37989,-0.950233,0
0.88,1.38241,-0.94799,0
0.89,1.38437,-0.94509,0
0.9,1.38672,-0.942135,0
0.91,1.39216,-0.940677,0
0.92,1.40401,-0.94258,0
0.93,1.42555,-0.949708,0
0.94,1.4601,-0.963926,0
0.95,1.51045,-0.986797,0
0.96,1.57384,-1.01645,0
0.97,1.64389,-1.04882,0
0.98,1.7142,-1.07981,0
0.99,1.77835,-1.10532,0
1,1.83007,-1.12132,0
1.01,1.86721,-1.12653,0
1.02,1.89263,-1.12286,0
1.03,1.90947,-1.11245,0
1.04,1.92086,-1.09742,0
1.05,1.92994,-1.07989,0
1.06,1.93891,-1.0614,0
1.07,1.94785,-1.0421,0
1.08,1.95651,-1.02198,0
1.09,1.96467,-1.00101,0
1.1,1.97211,-0.979159,0
1.11,1.97862,-0.95644,0
1.12,1.98419,-0.932978,0
1.13,1.98884,-0.908938,0
1.14,1.9926,-0.884481,0
1.15,1.99548,-0.859773,0
1.16,1.99751,-0.834978,0
1.17,1.99882,-0.810267,0
1.18,1.99957,-0.785818,0
1.19,1.9999,-0.761807,0
1.2,2,-0.738412,0
1.21,2,-0.715807,0
1.22,2,-0.694111,0
1.23,2,-0.673384,0
1.24,2,-0.653684,0
1.25,2,-0.635068,0
1.26,2,-0.617592,0
1.27,2,-0.601313,0
1.28,2,-0.586282,0
1.29,2,-0.572549,0
1.3,2,-0.560165,0
1.31,2,-0.549179,0
1.32,2,-0.539643,0
1.33,2,-0.531612,0
1.34,2,-0.525155,0
1.35,2,-0.520345,0
1.36,2,-0.51725,0
1.37,2,-0.515942,0
1.38,2,-0.516489,0
1.39,1.99994,-0.518942,0
1.4,1.99974,-0.523336,0
1.41,1.99933,-0.529709,0
1.42,1.99862,-0.538099,0
1.43,1.99753,-0.548541,0
1.44,1.99594,-0.561048,0
1.45,1.99366,-0.575585,0
1.46,1.99049,-0.592115,0
1.47,1.98621,-0.610598,0
1.48,1.98062,-0.630994,0
1.49,1.97355,-0.653269,0
1.5,1.96498,-0.677425,0
1.51,1.95498,-0.703483,0
1.52,1.94363,-0.731462,0
1.53,1.93099,-0.761384,0
1.54,1.91714,-0.79327,0
1.55,1.90208,-0.827087,0
1.56,1.8857,-0.862712,0
1.57,1.86785,-0.900009,0
1.58,1.8484,-0.938844,0
1.59,1.82722,-0.979081,0
1.6,1.80417,-1.02056,0
1.61,1.77917,-1.063,0
1.62,1.75215,-1.1061,0
1.63,1.72303,-1.14958,0
1.64,1.69174,-1.19313,0
1.65,1.65823,-1.23648,0
1.66,1.62265,-1.27946,0
1.67,1.58527,-1.32197,0
1.68,1.54632,-1.36392,0
1.69,1.50606,-1.40521,0
1.7,1.46473,-1.44574,0
1.71,1.42256,-1.48539,0
1.72,1.3797,-1.52403,0
1.73,1.33633,-1.56155,0
1.74,1.29263,-1.5978,0
1.75,1.24876,-1.63267,0
1.76,1.2049,-1.66605,0
1.77,1.16125,-1.69788,0
1.78,1.118,-1.72813,0
1.79,1.07536,-1.75673,0
1.8,1.0335,-1.78364,0
1.81,0.992629,-1.80882,0
1.82,0.952915,-1.83228,0
1.83,0.914526,-1.85403,0
1.84,0.877634,-1.8741,0
1.85,0.842407,-1.8925,0
1.86,0.80901,-1.90925,0
1.87,0.777571,-1.92439,0
1.88,0.748201,-1.93795,0
1.89,0.721014,-1.95,0
1.9,0.696123,-1.96056,0
1.91,0.673637,-1.96969,0
1.92,0.653634,-1.97744,0
1.93,0.636167,-1.98384,0
1.94,0.621286,-1.98895,0
1.95,0.609044,-1.99282,0
1.96,0.59949,-1.99549,0
1.97,0.592652,-1.99701,0
1.98,0.588519,-1.99737,0
1.99,0.587078,-1.99661,0
2,0.588316,-1.99472,0
2.01,0.592221,-1.99172,0
2.02,0.598766,-1.98762,0
2.03,0.607894,-1.98241,0
2.04,0.619536,-1.97607,0
2.05,0.633627,-1.9686,0
2.06,0.650101,-1.96,0
2.07,0.668887,-1.95023,0
2.08,0.689882,-1.9393,0
2.09,0.712973,-1.92717,0
2.1,0.738047,-1.91385,0
2.11,0.764991,-1.8993,0
2.12,0.793689,-1.88352,0
2.13,0.824002,-1.86648,0
2.14,0.855775,-1.8482,0
2.15,0.888851,-1.82865,0
2.16,0.923073,-1.80783,0
2.17,0.958285,-1.78574,0
2.18,0.994326,-1.76239,0
2.19,1.03103,-1.73782,0
2.2,1.06823,-1.71209,0
2.21,1.10577,-1.68524,0
2.22,1.14347,-1.65731,0
2.23,1.18118,-1.62837,0
2.24,1.21874,-1.5985,0
2.25,1.25602,-1.56779,0
2.26,1.29285,-1.53635,0
2.27,1.32911,-1.50426,0
2.28,1.36465,-1.47163,0
2.29,1.39936,-1.43856,0
2.3,1.43314,-1.40519,0
2.31,1.46591,-1.37163,0
2.32,1.49757,-1.33803,0
2.33,1.52803,-1.30449,0
2.34,1.55722,-1.27114,0
2.35,1.58512,-1.2381,0
